CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsReligiousHate
Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,someone has to say this so i will with the way most black people behave no wonder ferguson is such a shitty place most black people in the us are so fucking lazy i am saying this because of countless examples from my life  my grandmother got a black house nurse once and the bitch did nothing all day when my grandmother complained to the agency they sent a different woman was not black that cleaned the entire house in  hours  my mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy now once again not all black people are like this one of my best friends is black and i like him like a brother but most of them are the fucks expect to get everything they want only because their ancestors were once slaves well hitler killed most of my ancestors do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people the inequality of representation is probably because again black people are generally lazy or lack the skills required to hold such positions the household income ties into my previous point lazy lacking skill lower income jobs the dropout rate from school need to be taken against the black people at ferguson because once again how will you hold a high paying job if you did not even graduate fucking high school the  worse healthcare is once again tied into the low income more money better doctors as for the inequality of enforcement i have to give you that one that is completely unfair however when looking at black officers they frisk mostly black people as well hmmmm interesting maybe,True,True,False,True,True,True,True,False
Ugi74Ltg5U6W4XgCoAEC,4rCweDxDqdw,i might be wrong but when a majority of the black community do not vote would not it make sense for there to be an inequality in the city government,False,False,False,False,False,False,False,False
Ugi7FqQWmQYFGXgCoAEC,4rCweDxDqdw,is there something wrong with her voice,False,False,False,False,False,False,False,False
UgignRhfXmAlhXgCoAEC,4rCweDxDqdw,the more those people fuck up america the more american will fucking hate them,True,True,False,False,True,False,False,False
UgimajRNYpD17XgCoAEC,4rCweDxDqdw,bill cosby caused them,False,False,False,False,False,False,False,False
UgiYcJff050IdHgCoAEC,4rCweDxDqdw,the us justice department has audited the ferguson police department and found  counts of excessive use of police force against african americans from   in addition they found  emails containing discriminatory language on department computers the federal government is pursuing a criminal case against the ferguson police department i wonder if bob mcculloch will try to defend this one,False,False,False,False,False,False,False,False
UgiZ0uPciaqqCHgCoAEC,4rCweDxDqdw,is there something wrong with the audio,False,False,False,False,False,False,False,False
Ugj6KaiR6Y27RngCoAEC,4rCweDxDqdw,that just flat out racist to say one race cannot represent another equally if majority blacks voted for the white people does that mean the blacks that voted did not vote for their own best interest and that the elected white official cannot represent the black voters that put him her in office,False,False,False,False,False,False,False,False
UgjEVu1dSOaIJ3gCoAEC,4rCweDxDqdw,the report on the inequality of enforcement statistics can be found in the description and here http ago mo gov vehiclestops  reports  pdf to those who are questioning the math here please check it for yourself we are not here to teach basic algebra these numbers are not proportional our video scratches the surface and we do encourage you to do supplemental research on their own if you wish to know more,False,False,False,False,False,False,False,False
UgjeXpjsshe9GHgCoAEC,4rCweDxDqdw,what is with all the dislikes white people are that offended you thought racism was not an issue anymore think again,True,False,False,False,False,True,True,False
UgjGXwDAaQDElXgCoAEC,4rCweDxDqdw,how come they call the blacks african americans but not european american to the whites,False,False,False,False,False,False,False,False
UgjhYhKJO47d-XgCoAEC,4rCweDxDqdw,did the idiot reporter do the survey on the percent of blacks that are involved in the following gang activities shoplifting car jacking robberies robberies with assault teenage pregnancies,True,True,False,False,False,True,True,False
UgjMdghS2VaoXHgCoAEC,4rCweDxDqdw,here there is no racism here you are all equally worthless full metal jacket,False,False,False,False,False,False,False,False
Ugj-oYTmB9sg6ngCoAEC,4rCweDxDqdw,testtube can you please explain to me how blacks get stopped and searched more than whites if whites get make up  of the population and get searched   of the time while blacks make up  of the population and get searched   of the time it pretty obvious that whites are likely to get searched more do you want me to explain it further why that is or can you find someone in your team that actually remembers basic grade school math i could go on and on about what is wrong about this video but it seems to have been already explained by others seriously i do enjoy watching your channel but the bias is strong with this one and almost made me want to unsubscribe,False,False,False,False,False,False,False,False
UgjpvWbzRLwcsHgCoAEC,4rCweDxDqdw,if the majority of the people in ferguson are african american than why are their elected officials not african american the mayor city council and police chief are all elected officials are the people in the community not stepping up to fill those roles,False,False,False,False,False,False,False,False
UgjRkXbzGzSBHngCoAEC,4rCweDxDqdw,my least favorite test tube video so far,False,False,False,False,False,False,False,False
UgjWd_JsIlOo9XgCoAEC,4rCweDxDqdw,heard a billionaire funded these organised riots what a fucken suck joke,True,True,False,False,True,False,False,False
UgjyZIj3j48MXngCoAEC,4rCweDxDqdw,please slow down i cant tell if they sped up ms scully or if she was talking really quickly great video with great information it was just a little fast,False,False,False,False,False,False,False,False
UgzaiZ1HSxzNP7RuC8V4AaABAg,4rCweDxDqdw,while i dont agree with police action to kill the boy but that does not mean you can protest by looting and destroying your own neighbourhood that is stupid because it makes people do not want to support your struggle,False,False,False,False,False,False,False,False
UggLdovvjLOAV3gCoAEC,5vF4si3hoRA,fucking savages protest sumthing real like how your government is robbing you and sendin your kids to an elegal war you are the laughing stock of america congrats,True,True,False,False,False,False,False,False
Ugh79Qc3dbNIKHgCoAEC,5vF4si3hoRA,i just came here to read the racist comments lol,False,False,False,False,False,False,False,False
UghzXm6KuFRXiXgCoAEC,5vF4si3hoRA,sure some of the people protesting are actually protesting for what they believe in but then you have those people that are taking advantage of a sad situation just to cause so much chaos and damage to a hurting community,False,False,False,False,False,False,False,False
UgiTGy7BpATRg3gCoAEC,5vF4si3hoRA,we need to come togather,False,False,False,False,False,False,False,False
UgjDbvsTSk3YqngCoAEC,5vF4si3hoRA,dont call peacefully protest when you burn down a car lol,False,False,False,False,False,False,False,False
UgjTdFn9GIs9dngCoAEC,5vF4si3hoRA,and in this section ladies and gentlemen you will see black people misbehaving i wonder what would happen if everyone rioted when court decisions do not go their way,True,False,False,False,False,True,True,False
Ugwz4Qt5dHpq1CN3e6x4AaABAg,5vF4si3hoRA,dirtbags all of them including cnn,True,True,False,False,False,False,False,False
UgzHiTJpcabrtTKDJXJ4AaABAg,5vF4si3hoRA,why were protesters throwing stuff at the reporters,False,False,False,False,False,False,False,False
Ugg6zFEJoC75_3gCoAEC,8HB18hZrhXc,guy   just got a hard on,False,False,False,False,False,False,False,False
Uggk77ZgVKBK7ngCoAEC,8HB18hZrhXc,as i watched i kept muttering shoot shoot pull the trigger rubber bullets hurt like a mfer,True,True,False,True,False,False,False,False
UggNotjamqXzKHgCoAEC,8HB18hZrhXc,send them to france,False,False,False,False,False,False,False,False
UgguTFgWowTmWHgCoAEC,8HB18hZrhXc,fun fact they did not have live ammo in those guns they had rubber slugs,False,False,False,False,False,False,False,False
UghBlbV9tbPVqXgCoAEC,8HB18hZrhXc,how fucking brain dead do you have to be to let the nazi police scum bags just take you in,True,True,False,True,False,False,False,False
UghFKFz1sE6uOXgCoAEC,8HB18hZrhXc,dis be furgusun in de unitid stateth o murka retard starts violent protest and then tries to pawn off the police state lie when the cops arrive,True,True,False,True,False,False,False,False
UghJiwZHx0DaT3gCoAEC,8HB18hZrhXc,god bless the police,False,False,False,False,False,False,False,False
UghuRUmx8vyL8HgCoAEC,8HB18hZrhXc,usa land of the free baby hahahaha all you people not living in usa should be thankful everyday this is the worse country on earth,True,False,False,False,False,True,True,False
UghVaJ1e2NLNB3gCoAEC,8HB18hZrhXc,was this in virginia,False,False,False,False,False,False,False,False
UghysYA5E5uRB3gCoAEC,8HB18hZrhXc,wow need to get your shit straight they never had there weapons pointed at any one in this vid they were at the ready position due to a riot and very under understandable course of action for any one who knows anything,False,False,False,False,False,False,False,False
Ugi_8PajECy1t3gCoAEC,8HB18hZrhXc,no dumber people on earth then americans,True,False,False,False,False,True,True,False
Ugi4NlXtbb117ngCoAEC,8HB18hZrhXc,at  screw the price of crap that thinks he cool to disrespect the american flag,True,True,False,False,False,False,False,False
Ugi8q6P9SfsxSHgCoAEC,8HB18hZrhXc,shoot first ask questions later hahahahahaha,True,True,False,True,False,False,False,False
UgiAV0VaJLBGaXgCoAEC,8HB18hZrhXc,what police that was the army,False,False,False,False,False,False,False,False
UgibkIHcKYp4UHgCoAEC,8HB18hZrhXc,should have shot,True,True,False,True,False,False,False,False
UgiE08q1WAgicHgCoAEC,8HB18hZrhXc,a true dictatorship let wait and check which of the coutries will start sanctioning on u s government i guess none of countries because usa is a corrupted all of countries in the world except russia and china,True,True,False,True,False,False,False,False
UgimA8UbV8KGhHgCoAEC,8HB18hZrhXc,i am at this point where i think if a cop points a gun at me i should just you know do as i am told that something i did provoked that,False,False,False,False,False,False,False,False
UgirgdBRGumedHgCoAEC,8HB18hZrhXc,techno party,False,False,False,False,False,False,False,False
Ugj0Rz556abCWXgCoAEC,8HB18hZrhXc,awesome job from our law enforcement now send off to disrupt tear down all the islamic extremist radicals in america thanks,True,False,False,False,False,True,False,True
UgjJk7DGYGixbXgCoAEC,8HB18hZrhXc,to bad those weapons were not discharged,True,True,False,True,False,False,False,False
Ugjl7AwhYA5GRngCoAEC,8HB18hZrhXc,not once did obama show hos face in these cities yet they supported him sad,False,False,False,False,False,False,False,False
UgjP3NatTbwQvngCoAEC,8HB18hZrhXc,wait so who was rioting again the people standing boredly on the sidewalk or the guys with guns in the middle of traffic,False,False,False,False,False,False,False,False
Ugjsa_VIAXYDB3gCoAEC,8HB18hZrhXc,police cleaned that mess up quick nice,True,True,False,True,False,False,False,False
UgjvMt-VLLvyA3gCoAEC,8HB18hZrhXc,i find this satisfying for some reason,True,True,False,True,False,False,False,False
Ugjzes4W9Oysw3gCoAEC,8HB18hZrhXc,confederation ill be back,False,False,False,False,False,False,False,False
Ugw0Vori1c-fkupDw1d4AaABAg,8HB18hZrhXc,those guns use rubber bullets stupid russian news channel,True,True,False,False,False,False,False,False
UgwfTwcX9w7N8Kupt_R4AaABAg,8HB18hZrhXc,perfect police,False,False,False,False,False,False,False,False
UgwLke0YX9B8KLIuM3x4AaABAg,8HB18hZrhXc,protesters suck,True,True,False,False,True,False,False,False
Ugwo8nzTZpq35EEUSfJ4AaABAg,8HB18hZrhXc,a rocket launcher will take care of that lightly armored vehicle lol,True,True,False,True,False,False,False,False
UgwzfTejqSMgq_kKC9t4AaABAg,8HB18hZrhXc,too bad that these were riot shotguns and not loaded with live rounds,True,True,False,True,False,False,False,False
UgwzOgIFyi7D7CbU4Nt4AaABAg,8HB18hZrhXc,time to test the police guns fire fire,True,True,False,True,False,False,False,False
Ugy3x2UAt4XUcipNTeZ4AaABAg,8HB18hZrhXc,buy  shoot all usa copa,True,True,True,False,False,False,False,False
Ugy8ASEo1XznyO4B0tR4AaABAg,8HB18hZrhXc,ah beautiful,True,True,False,True,False,False,False,False
Ugyg_kgb1QWkAWdEKsd4AaABAg,8HB18hZrhXc,kill all protesters,True,True,True,False,False,False,False,False
UgyqcqgyR0dUfI1J59J4AaABAg,8HB18hZrhXc,i think that all you guys are doing is profiting of all these standoff s and not caring about one side or the other,False,False,False,False,False,False,False,False
Ugy-S1A2qBkifEb2E-94AaABAg,8HB18hZrhXc,blue lives let s matter send those blm commies our of our streets,True,False,False,False,False,True,True,False
UgzpYKnjIcmB7Ch15YR4AaABAg,8HB18hZrhXc,i am with cops those protesters steal and destroy things they are not solving shit,True,True,False,False,True,False,False,False
UgzQ9csI7aKaeN1tmgd4AaABAg,8HB18hZrhXc,and here you see it they impose gunlaws in fact even if you had a machine gun people could not do anything against the police they have cars and body protection like tanks just wanted to say,False,False,False,False,False,False,False,False
Ugg_vc9Qh3OaNHgCoAEC,9pr1oE34bIM,our shit serving media concocts a story white cop kills an innocent black teenager which is bullshit to get the black community up in arms they burn shit down more stories for these useless talking heads to get in front of a camera with at least once a week i see a black on white crime reported on the news no national attention no federal involvement wtf black men need to stand up and be fathers and stop looking for excuses fuck yall all yall,True,True,False,False,True,True,True,False
Ugg2dih3yblPRXgCoAEC,9pr1oE34bIM,what does this video have to do with what actually happen you are simply trying to smear this young man s image so what he wanted to be a rapper so what he stole some cigars nothing you have side in this video deserves a death sentence also now that they have released new video of officer wilson showing that he had no injuries it shows that officer wilson is not being truthful about the incident perhaps you need to wait until all the details are out before you post a bias video if you re going to post a video make sure that it is accurate not to mention that you had more than just his friend the criminal who stated that brown was giving up you had both black and white witnesses who had nothing to do with the incident who stated that he had his hands up and was surrendering when wilson shot him,False,False,False,False,False,False,False,False
Ugg3C07ZWc-6fngCoAEC,9pr1oE34bIM,funny to thing the government can be trusted to judge itself fucking disgusting,True,True,False,True,False,False,False,False
Ugg4cH1XN-JfmHgCoAEC,9pr1oE34bIM,what is the relevance of marijuana here the autopsy shows the entry wounds spread out over the body in close range the spread would be tight most hitting the same region and most likely the chest area but from long range the spread would be dispersed as we see in the report and the wounds are on the underside of the arms only exposed if the arms are raised or out in a gesture of peace ie my hands are empty and away from my body pose this plus there were no powder burns on the body he was far away,False,False,False,False,False,False,False,False
Ugg5cceWlk2wKXgCoAEC,9pr1oE34bIM,you know its crazy i actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar i took the time to look at some of mike browns personal profiles myself specifically his soundcloud while i do think he is guilty of representing himself in the wrong light and maybe of stealing he still did not deserve to die the fact that white people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy it seems you all are more like the animals you think we are and its especially offensive looking back at these videos  years later when hip hop rnb our black culture is the biggest thing and media and you still dont understand our perspectives to say trayvon martin was making lean in on of your other videos shows how ignorant you truly are as well sprite or fanta or a carbonated drink is used when making lean not tea,True,False,False,False,False,True,True,False
Ugg6J6cjEFf8cXgCoAEC,9pr1oE34bIM,stefan i like how you standup for darren wilson though your side of events lose their integrity when you give him a clean chit considering how incompetent the ferguson police are turning out to be,False,False,False,False,False,False,False,False
Ugg7tmaAPXIEingCoAEC,9pr1oE34bIM,this is the typical mindset of white people not all white people but most he deserved it so i say to you people like sean hannity are feuling the fires of prejudice and racism do not let these people influence you they want a race war so they can start marshall law,True,False,False,False,False,True,True,False
Ugg8-b12nbu2-XgCoAEC,9pr1oE34bIM,you perform a basic snatch and grab robbery at a local convenience store which turns into a strong arm robbery on an immigrant midget store clerk and in less than  minutes later you get lit up by a yahoo cop who told you to get the fuck out of the middle of the road and proceeded on until he recognized you as fitting the description of the assailant which just came over his radio talk about mutherfuckin karma stealing shit does not warrant deadly force but karma a bitch and who the fuck has the ability to control it or direct it measures of decree ai not no mutherfucker who puts on his pant one leg at a time that for sure,True,True,False,False,True,False,False,False
Ugg97M7HImLjcngCoAEC,9pr1oE34bIM,it sad that i have to watch a youtube video to get a non biased report about what is going on in ferguson thank you,False,False,False,False,False,False,False,False
Ugg9WO2fOME-kXgCoAEC,9pr1oE34bIM,this dude sure seems to know a good bit about smoking weeds hmmm according this clown because this black man was somewhat on the gang side which is factual based on the photo that it was justified to murder an unarmed human being its not ok you mf er,True,True,False,False,True,False,False,False
UggAEGisedsvsXgCoAEC,9pr1oE34bIM,what injuries did the cop get treated for,False,False,False,False,False,False,False,False
UggbUWQabAV4KHgCoAEC,9pr1oE34bIM,i wonder how big of a crater thug brown made in the street when he met the final shot to the melon you get what you sew blm when truth and facts do not then they shit in their own kitchens before they get the right directions to the toilet,True,True,False,False,True,True,True,False
UggcFVNippHDgHgCoAEC,9pr1oE34bIM,stefan a fan of rep m rivers,False,False,False,False,False,False,False,False
Uggd4V1_xBv7c3gCoAEC,9pr1oE34bIM,more of your corrupt police will be harmed now they are not safe from me i will defend my self by fighting back and shooting them dead so get your will ready cause its on catalyst the facts of the city town government usa are the catalyst this pot has been boiling over for too many years and now you have the generation that will bring the equalizer to your door step we also have a purge you will feel its effect,True,True,True,True,False,False,False,False
UggdUQk8ULFpYXgCoAEC,9pr1oE34bIM,shocking truths come to light,False,False,False,False,False,False,False,False
UggdxGw2fbcT0XgCoAEC,9pr1oE34bIM,you are clearly a racists shrill a canadian vegatable a plant that lives in a box of ivory snow and truly knows nothing about the negro race,True,True,False,False,False,False,False,False
UggeJGTjxuw7BXgCoAEC,9pr1oE34bIM,you guys have to love this guy he spends  minutes telus how to roll a blunt,False,False,False,False,False,False,False,False
UggF1U_TkJzTaXgCoAEC,9pr1oE34bIM,where a taser gun when you need it,False,False,False,False,False,False,False,False
UggFEwIh2dDAhXgCoAEC,9pr1oE34bIM,stefan molyneux you sir are the dumbest smart guy ever you are a researcher research the enitre history of the blackman in america and you will understand why things are the way they are you are so detachted from reality it is comical,True,True,False,False,False,False,False,False
UggFKCpU8q1tFHgCoAEC,9pr1oE34bIM,yeah of course he goes to college and then when the money comes in from pel the majority of negros drop out half way through the semester,False,False,False,False,False,False,False,False
UgggEUGK9d1i4ngCoAEC,9pr1oE34bIM,you white folks always asked why would a cop do something that could ruin his career my answer to this is because they know they can get away with it they know their chief and their fellow cops will cover for them they know white folks and assholes like you will make excuses for them and if by a slim to none chance their is a trial you and your kind will always acquit,False,False,False,False,False,False,False,False
UgghcjortIFxa3gCoAEC,9pr1oE34bIM,if blacks want respect then speak act and dress like the huxtable family you want to be treated with prejudice then speak act and dress like known gangsters steal things act like you own the street,True,False,False,False,False,True,True,False
Uggi2Qoy2TduPHgCoAEC,9pr1oE34bIM,leaving out information when giving a police report because they did not ask you for that info is lying by omission that why it not outright lying because you omitted the information these are some stupid lawyers,True,True,False,False,False,False,False,False
UggIA6nHLuVcm3gCoAEC,9pr1oE34bIM,micheal brown asked for it and got it if you think he was shot because he was black then your the racist,False,False,False,False,False,False,False,False
UggIbSwrByxGXXgCoAEC,9pr1oE34bIM,ok dipshits i do not care if he  feet tall and  pounds  call for backup  use pepper spray  use your baton  use your taser  wait for backup  use your gun how does the saying go a monkey with blindfolds and it hands tied behind it back anyways the preliminary autopsy showed that he was shot  times in less lethal areas before he was executed with  gunshot wounds to the head,True,True,False,False,False,False,False,False
Ugginjdj8uO0KXgCoAEC,9pr1oE34bIM,so he deserved to be killed because he smoke weed like fighting throw the gang signs and allegedly stole cigars,False,False,False,False,False,False,False,False
UggiR-zPsqXFt3gCoAEC,9pr1oE34bIM,great points thank you for trying to calmly dissect this praying the truth comes out and that we all can handle the truth,False,False,False,False,False,False,False,False
UggiuoZhmLtpVXgCoAEC,9pr1oE34bIM,is the cell phone video being shown anymore all i get is a sorry message saying it is private,False,False,False,False,False,False,False,False
UggIYYD2qSkn73gCoAEC,9pr1oE34bIM,you published this on aug  the truth is still to be uncovered we know what is likely you cant assume to know the entire story before its been investigated the feds are going to investigate the pd now going back years not just in this case i think were going to know more as time goes on assuming you know all the answers before its been looked at under a microscope is misleading to people,False,False,False,False,False,False,False,False
Uggj2Z8TsnXPAngCoAEC,9pr1oE34bIM,i guess you have never done anything wrong in your life so according to your analysis police has right to shoot him six time to make sure he dead he is already dead you are very proud of this officer this tells me everything about you i hope you have children,False,False,False,False,False,False,False,False
UggjBCQOC3WcUXgCoAEC,9pr1oE34bIM,looks like the media comes out with these bogus clams to cause division side things up the question to me is not some much why do not people see the truth but what is the government up to and planing on why is the media fueling it for them,False,False,False,False,False,False,False,False
UggJpB3REqSocXgCoAEC,9pr1oE34bIM,stephan ive been watching you for quite a while and this is my first post can you do the truth about henry kissinger i would be very interested in hearing your opinion on this man ty,False,False,False,False,False,False,False,False
UggJv-n9AXs0rXgCoAEC,9pr1oE34bIM,here is an intellectual and mature approach to this case  as a black man myself at  many of older black men or in prison dead or stuck in the matrix as truthers struggling because there are no older men to guide these younger males they often encounter police without understanding how to deal with a cop many of their role models come from rappers who only advocate violence against police so they are deers caught in the headlights of a potential life and death encounter racism or not  many black people are ranting about a hate crime but clearly he assaulted the store clerk which indicates the propensity of violence against wilson stop pointing the finger and address the problems black teens have with their lack of male role models  with that being said black people need to address the alternatives of dealing with suspects victims with non lethal weaponry to deal with these encounters if we as a race start to focus on solutions to a possible violent encounter with alternatives then we can see progress with the police  you cannot go out and protest and burn down your communities in retalitation against a police this only supports a theory that brown was a product of a violent environment because how is burning down businesses going to solve the problem with the police department this is counter productive  it was a hoax,False,False,False,False,False,False,False,False
UggKO3TBRdgPF3gCoAEC,9pr1oE34bIM,it freaking  and some people are still racist police are still awful,True,True,False,False,False,False,False,False
UggKptArKFf9IngCoAEC,9pr1oE34bIM,how the did he get shot  times in the inside of his right arm and once in the palm of his hand if he did not have his hands in a surrender position that not consistent with him charging an officer it consistent with eye witness accounts who said he was surrendering,False,False,False,False,False,False,False,False
UggktxNeAtmCR3gCoAEC,9pr1oE34bIM,great video although i wish he would have focused more on all the shit police are doing because that the only thing keeping the rioters and their supporters from being complete idiots,True,True,False,False,True,False,False,False
UggKVwV2qoUGbHgCoAEC,9pr1oE34bIM,this is going viral already viewed by   police in us,False,False,False,False,False,False,False,False
Uggl6OZkHnqeeXgCoAEC,9pr1oE34bIM,a thug going to college black people are always crying what about the american indians i do not see no one crying for them,True,False,False,False,False,True,True,False
UggmBJGNC3HCN3gCoAEC,9pr1oE34bIM,so this guy gets high a lot,False,False,False,False,False,False,False,False
UggM-fFNFmNZX3gCoAEC,9pr1oE34bIM,michael brown the  person to be shot that week in the us here are the others notice they almost all share something in common http tftppull freethoughtllc netdna cdn com wp content uploads   murdered by police jpg,False,False,False,False,False,False,False,False
Ugg-mmBHT4T8ongCoAEC,9pr1oE34bIM,his character does not matter he was un armed and killed while his hands was up damn you could have arrested him not kill him what the fuck you let oj get away with murder and kill this boy for stealing cigars,False,False,False,False,False,False,False,False
UggmnZVP_3mtZngCoAEC,9pr1oE34bIM,bullshit the best places to live in america are completely liberal and the worst places to live in america are overwhelmingly republican and that is a fact jack,True,True,False,False,True,False,False,False
UggmYvutq7TQT3gCoAEC,9pr1oE34bIM,internet trolling is at an all time high,False,False,False,False,False,False,False,False
UggN23XYVd645HgCoAEC,9pr1oE34bIM,so you want to shoot them can hardly wait till one of your kids gets in trouble with the police and gets killed,True,True,False,True,False,False,False,False
Uggn2MEU8ktaUngCoAEC,9pr1oE34bIM,another great video and thanks for not putting one out right away but thinking it thru as usual it is sad that the young turks and other channels just went all cliche on everything without thinking which made them look like a bunch of hypocrites,False,False,False,False,False,False,False,False
UggNo3CwsWo7vHgCoAEC,9pr1oE34bIM,blunt addiction to tobacco that is why the blunt keeps calling you this is another play of the race card,False,False,False,False,False,False,False,False
Ugg-OnOaqwandHgCoAEC,9pr1oE34bIM,cops need to be given a very wide latitude in self defense considering the threats they face and they if incapacitated they have a very high chance of being executed with their own dam gun noone seems o care about this shit,True,True,False,False,True,False,False,False
UggOThSsQKcee3gCoAEC,9pr1oE34bIM,since we now know that he never held his hands up anyone who raises his hand up to show he is against the police of ferguson is a racist scumbag watch tv and count them there are a lot of racist scumbags out there,True,False,False,False,False,True,True,False
UggOXqTVv9Ir6ngCoAEC,9pr1oE34bIM,on drugs,False,False,False,False,False,False,False,False
UggpkQuWQOHRGXgCoAEC,9pr1oE34bIM,very interesting and informative,False,False,False,False,False,False,False,False
UggqGxEmXED_sXgCoAEC,9pr1oE34bIM,its all a hoax,False,False,False,False,False,False,False,False
UggRpy1F0-C0j3gCoAEC,9pr1oE34bIM,also love how they only show pictures of brown as an angel and not as a tug,True,False,False,False,False,True,True,False
UggrYrgxQrVjj3gCoAEC,9pr1oE34bIM,hear what the guy is saying that a policemen stated that in his  years of service  officers have died by their own weapon and one was shoot execution style or whatever so why the fuck does officer wilson let this  pound guy run  he too big to run that fast i can assume should not it take about   ft to tell brown to freeze or he will shoot bs all the way if you tell me,True,True,False,True,True,False,False,False
Uggt_2yhK7oy9HgCoAEC,9pr1oE34bIM,i am a black young woman and i like how stefan thinks we need more people like this in our country,False,False,False,False,False,False,False,False
UggtDZYM0C-TVngCoAEC,9pr1oE34bIM,death ti the white devil,True,False,False,False,False,True,True,False
UggtgJSrpf7Y7XgCoAEC,9pr1oE34bIM,the major difference between the zimmerman case and this one is that the shooter zimmerman name was not withheld and he was taken into custody news media were able to document zimmerman injuries immediately this case was handled horribly by a lack of immediate transparency because even if everything is true from the po it will be questioned as a cover up also the community has a history of police abuse and missing videos after alleged abuse has occurred the response to media and peaceful protesters also showed a complete lack of understanding about escalation unlike authorities dealing with potential zimmerman looting and riots pd in this case attacked protesters rather than station themselves near looting targets to protect businesses criminals will always take the opportunity of distractions like storms or blackout or protests to loot authorities know this and they know it is great propaganda against protesters who are seen as the cause of the looting rather than the pd who failed to protect businesses it also illustrates why the  amendment is so valuable business owners that depended on pd for protection got looted while business owners that depended on themselves and their right to bear arms were not looted,False,False,False,False,False,False,False,False
Uggtr3_r-awjQHgCoAEC,9pr1oE34bIM,michael brown was not positively identified as the assailant in the store in the supposed robbery darren wilson was not aware of any robbery at the time of the encounter clearly your a racist i will be unsubscribing,False,False,False,False,False,False,False,False
UggTTycvIakyJXgCoAEC,9pr1oE34bIM,you need to search youtube for actual cnn doctored audio of michaelbrown shooting cnn is caught changing evidence,False,False,False,False,False,False,False,False
UggtxiCtdYGuVHgCoAEC,9pr1oE34bIM,very informative really appreciate this video,False,False,False,False,False,False,False,False
UggUSnyL5_nnJngCoAEC,9pr1oE34bIM,you forgot to add to your timeline that the suspect also assaulted the owner of the store and threatens him,False,False,False,False,False,False,False,False
UgguXhNlJTeJ53gCoAEC,9pr1oE34bIM,great video level headed cogent and fair unfortunately cognitive dissonance and confirmation bias have taken a hold of the whole discussion but this is a breath of fresh air thank you stefan,False,False,False,False,False,False,False,False
UggwTBfPMkN0gngCoAEC,9pr1oE34bIM,couple things you missed on both sides of the argument firstly yes the guy was dead very very dead and it was a crime scene of course they did not cover the body secondly the officer seems to have not called in the incident based on multiple sources very odd in addition i make no excuses for strong armed robbery but i do not understand why if you have the money for the weed you need to rob for the cigars regardless it does not excuse getting shot down in the street even if you ignore the eyewitness accounts and assume they are all lying  shots is blatantly excessive lastly as you admit yourself rapping is not against the law and most of what you mentioned that they rapped about is not against the law the only things that come close is smoking marijuana which is of course legal now in some states and getting in fights which teenagers will do and always will do,False,False,False,False,False,False,False,False
UggX2vkvXl3xuHgCoAEC,9pr1oE34bIM,the one part that is hard to believe is that the guy ran at the officer after being shot the only drug i know of that would illicit that type of behavior is pcp,False,False,False,False,False,False,False,False
UggxnUmtxYuo5HgCoAEC,9pr1oE34bIM,crazy how everyone likes the video before actually watching it this video has been out  mins and the video is  mins long lol,False,False,False,False,False,False,False,False
UggyFugj4B3P6XgCoAEC,9pr1oE34bIM,update i apologize this was a fair report,False,False,False,False,False,False,False,False
Uggyfw4IbkIqE3gCoAEC,9pr1oE34bIM,you honestly believe that mike brown was actually trying to take a cops gun while the cop was sitting in the car you would be stupid to think that a kid would charge at someone pointing a gun at them as if he was some beast and was high if he was so high how could mike go to the store and do everything else so easily epic fail sir why not make the officer take a toxicology test the officer was obviously scared and was going to use his weapon per being intimidated by mike size the officer did not know that mike had stolen anything and told the dispatcher that he knew nothing of a shooting in the area get your facts straight please,True,True,False,False,False,False,False,False
UggZG-0eAz_w4ngCoAEC,9pr1oE34bIM,i do not care about mike brown or any other bullshit but it clearly understood that this youtube guy is a racist and very dumb his points do hold a little water but he full of hate and,True,True,False,False,False,False,False,False
Ugh_212wEQtweHgCoAEC,9pr1oE34bIM,why was police car so far away from body officer realy good shot after being assaulted this is bs wake up if you believe this you are deluded he starts of vid by pointing out how media portrayed gentle giant then goes on to use similar tactic to discredit mb refs to pot and making rap music if the guy making this vid was my dad i would leave town for ever,False,False,False,False,False,False,False,False
Ugh_3RjrIqp4OHgCoAEC,9pr1oE34bIM,the focus should be on what happened when the officer confronted brown that lead to his death nothing else matters so focus on that,False,False,False,False,False,False,False,False
Ugh0c9DNUtGcSngCoAEC,9pr1oE34bIM,dear grindahz aka the pot who called the kettle black spelling list week   whether  weather  there  their  they are  way  weigh  ferguson  stupid  hypocrite stay tuned for grammar lesson  punctuation lesson,False,False,False,False,False,False,False,False
Ugh0cRtTZI7i4ngCoAEC,9pr1oE34bIM,there one was a thug named brown who rushed at a cop with a frown six bullets later he met his creator and then his homies burn down the town,True,True,False,True,False,True,True,False
Ugh2eF27Mk96vngCoAEC,9pr1oE34bIM,lmao when he reads dudes raps is the best part,False,False,False,False,False,False,False,False
