Text,IsNationalist
i might be wrong but when a majority of the black community do not vote would not it make sense for there to be an inequality in the city government,False
is there something wrong with her voice,False
the more those people fuck up america the more american will fucking hate them,False
bill cosby caused them,False
the us justice department has audited the ferguson police department and found 180 counts of excessive use of police force against african americans from 2009 2014 in addition they found 7 emails containing discriminatory language on department computers the federal government is pursuing a criminal case against the ferguson police department i wonder if bob mcculloch will try to defend this one,False
is there something wrong with the audio,False
that just flat out racist to say one race cannot represent another equally if majority blacks voted for the white people does that mean the blacks that voted did not vote for their own best interest and that the elected white official cannot represent the black voters that put him her in office,False
the report on the inequality of enforcement statistics can be found in the description and here http ago mo gov vehiclestops 2013 reports 161 pdf to those who are questioning the math here please check it for yourself we are not here to teach basic algebra these numbers are not proportional our video scratches the surface and we do encourage you to do supplemental research on their own if you wish to know more,False
what is with all the dislikes white people are that offended you thought racism was not an issue anymore think again,False
how come they call the blacks african americans but not european american to the whites,False
did the idiot reporter do the survey on the percent of blacks that are involved in the following gang activities shoplifting car jacking robberies robberies with assault teenage pregnancies,False
here there is no racism here you are all equally worthless full metal jacket,False
testtube can you please explain to me how blacks get stopped and searched more than whites if whites get make up 29 of the population and get searched 6 9 of the time while blacks make up 67 of the population and get searched 12 1 of the time it pretty obvious that whites are likely to get searched more do you want me to explain it further why that is or can you find someone in your team that actually remembers basic grade school math i could go on and on about what is wrong about this video but it seems to have been already explained by others seriously i do enjoy watching your channel but the bias is strong with this one and almost made me want to unsubscribe,False
if the majority of the people in ferguson are african american than why are their elected officials not african american the mayor city council and police chief are all elected officials are the people in the community not stepping up to fill those roles,False
my least favorite test tube video so far,False
heard a billionaire funded these organised riots what a fucken suck joke,False
please slow down i cant tell if they sped up ms scully or if she was talking really quickly great video with great information it was just a little fast,False
while i dont agree with police action to kill the boy but that does not mean you can protest by looting and destroying your own neighbourhood that is stupid because it makes people do not want to support your struggle,False
fucking savages protest sumthing real like how your government is robbing you and sendin your kids to an elegal war you are the laughing stock of america congrats,False
i just came here to read the racist comments lol,False
sure some of the people protesting are actually protesting for what they believe in but then you have those people that are taking advantage of a sad situation just to cause so much chaos and damage to a hurting community,False
we need to come togather,False
dont call peacefully protest when you burn down a car lol,False
and in this section ladies and gentlemen you will see black people misbehaving i wonder what would happen if everyone rioted when court decisions do not go their way,False
dirtbags all of them including cnn,False
why were protesters throwing stuff at the reporters,False
guy 0 34 just got a hard on,False
as i watched i kept muttering shoot shoot pull the trigger rubber bullets hurt like a mfer,False
send them to france,False
fun fact they did not have live ammo in those guns they had rubber slugs,False
how fucking brain dead do you have to be to let the nazi police scum bags just take you in,False
dis be furgusun in de unitid stateth o murka retard starts violent protest and then tries to pawn off the police state lie when the cops arrive,False
god bless the police,False
usa land of the free baby hahahaha all you people not living in usa should be thankful everyday this is the worse country on earth,True
was this in virginia,False
wow need to get your shit straight they never had there weapons pointed at any one in this vid they were at the ready position due to a riot and very under understandable course of action for any one who knows anything,False
no dumber people on earth then americans,True
at 16 screw the price of crap that thinks he cool to disrespect the american flag,False
shoot first ask questions later hahahahahaha,False
what police that was the army,False
should have shot,False
a true dictatorship let wait and check which of the coutries will start sanctioning on u s government i guess none of countries because usa is a corrupted all of countries in the world except russia and china,False
i am at this point where i think if a cop points a gun at me i should just you know do as i am told that something i did provoked that,False
techno party,False
awesome job from our law enforcement now send off to disrupt tear down all the islamic extremist radicals in america thanks,False
to bad those weapons were not discharged,False
not once did obama show hos face in these cities yet they supported him sad,False
wait so who was rioting again the people standing boredly on the sidewalk or the guys with guns in the middle of traffic,False
police cleaned that mess up quick nice,False
i find this satisfying for some reason,False
confederation ill be back,False
those guns use rubber bullets stupid russian news channel,False
perfect police,False
protesters suck,False
a rocket launcher will take care of that lightly armored vehicle lol,False
too bad that these were riot shotguns and not loaded with live rounds,False
time to test the police guns fire fire,False
buy ak47 shoot all usa copa,False
ah beautiful,False
kill all protesters,False
i think that all you guys are doing is profiting of all these standoff s and not caring about one side or the other,False
blue lives let s matter send those blm commies our of our streets,False
i am with cops those protesters steal and destroy things they are not solving shit,False
and here you see it they impose gunlaws in fact even if you had a machine gun people could not do anything against the police they have cars and body protection like tanks just wanted to say,False
our shit serving media concocts a story white cop kills an innocent black teenager which is bullshit to get the black community up in arms they burn shit down more stories for these useless talking heads to get in front of a camera with at least once a week i see a black on white crime reported on the news no national attention no federal involvement wtf black men need to stand up and be fathers and stop looking for excuses fuck yall all yall,False
what does this video have to do with what actually happen you are simply trying to smear this young man s image so what he wanted to be a rapper so what he stole some cigars nothing you have side in this video deserves a death sentence also now that they have released new video of officer wilson showing that he had no injuries it shows that officer wilson is not being truthful about the incident perhaps you need to wait until all the details are out before you post a bias video if you re going to post a video make sure that it is accurate not to mention that you had more than just his friend the criminal who stated that brown was giving up you had both black and white witnesses who had nothing to do with the incident who stated that he had his hands up and was surrendering when wilson shot him,False
funny to thing the government can be trusted to judge itself fucking disgusting,False
what is the relevance of marijuana here the autopsy shows the entry wounds spread out over the body in close range the spread would be tight most hitting the same region and most likely the chest area but from long range the spread would be dispersed as we see in the report and the wounds are on the underside of the arms only exposed if the arms are raised or out in a gesture of peace ie my hands are empty and away from my body pose this plus there were no powder burns on the body he was far away,False
you know its crazy i actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar i took the time to look at some of mike browns personal profiles myself specifically his soundcloud while i do think he is guilty of representing himself in the wrong light and maybe of stealing he still did not deserve to die the fact that white people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy it seems you all are more like the animals you think we are and its especially offensive looking back at these videos 3 years later when hip hop rnb our black culture is the biggest thing and media and you still dont understand our perspectives to say trayvon martin was making lean in on of your other videos shows how ignorant you truly are as well sprite or fanta or a carbonated drink is used when making lean not tea,False
stefan i like how you standup for darren wilson though your side of events lose their integrity when you give him a clean chit considering how incompetent the ferguson police are turning out to be,False
this is the typical mindset of white people not all white people but most he deserved it so i say to you people like sean hannity are feuling the fires of prejudice and racism do not let these people influence you they want a race war so they can start marshall law,False
you perform a basic snatch and grab robbery at a local convenience store which turns into a strong arm robbery on an immigrant midget store clerk and in less than 30 minutes later you get lit up by a yahoo cop who told you to get the fuck out of the middle of the road and proceeded on until he recognized you as fitting the description of the assailant which just came over his radio talk about mutherfuckin karma stealing shit does not warrant deadly force but karma a bitch and who the fuck has the ability to control it or direct it measures of decree ai not no mutherfucker who puts on his pant one leg at a time that for sure,False
it sad that i have to watch a youtube video to get a non biased report about what is going on in ferguson thank you,False
this dude sure seems to know a good bit about smoking weeds hmmm according this clown because this black man was somewhat on the gang side which is factual based on the photo that it was justified to murder an unarmed human being its not ok you mf er,False
what injuries did the cop get treated for,False
i wonder how big of a crater thug brown made in the street when he met the final shot to the melon you get what you sew blm when truth and facts do not then they shit in their own kitchens before they get the right directions to the toilet,False
stefan a fan of rep m rivers,False
more of your corrupt police will be harmed now they are not safe from me i will defend my self by fighting back and shooting them dead so get your will ready cause its on catalyst the facts of the city town government usa are the catalyst this pot has been boiling over for too many years and now you have the generation that will bring the equalizer to your door step we also have a purge you will feel its effect,False
shocking truths come to light,False
you are clearly a racists shrill a canadian vegatable a plant that lives in a box of ivory snow and truly knows nothing about the negro race,False
you guys have to love this guy he spends 10 minutes telus how to roll a blunt,False
where a taser gun when you need it,False
stefan molyneux you sir are the dumbest smart guy ever you are a researcher research the enitre history of the blackman in america and you will understand why things are the way they are you are so detachted from reality it is comical,False
yeah of course he goes to college and then when the money comes in from pel the majority of negros drop out half way through the semester,False
you white folks always asked why would a cop do something that could ruin his career my answer to this is because they know they can get away with it they know their chief and their fellow cops will cover for them they know white folks and assholes like you will make excuses for them and if by a slim to none chance their is a trial you and your kind will always acquit,False
if blacks want respect then speak act and dress like the huxtable family you want to be treated with prejudice then speak act and dress like known gangsters steal things act like you own the street,False
leaving out information when giving a police report because they did not ask you for that info is lying by omission that why it not outright lying because you omitted the information these are some stupid lawyers,False
micheal brown asked for it and got it if you think he was shot because he was black then your the racist,False
ok dipshits i do not care if he 7 feet tall and 600 pounds 1 call for backup 2 use pepper spray 3 use your baton 4 use your taser 5 wait for backup 6 use your gun how does the saying go a monkey with blindfolds and it hands tied behind it back anyways the preliminary autopsy showed that he was shot 4 times in less lethal areas before he was executed with 2 gunshot wounds to the head,False
so he deserved to be killed because he smoke weed like fighting throw the gang signs and allegedly stole cigars,False
great points thank you for trying to calmly dissect this praying the truth comes out and that we all can handle the truth,False
is the cell phone video being shown anymore all i get is a sorry message saying it is private,False
you published this on aug 17 the truth is still to be uncovered we know what is likely you cant assume to know the entire story before its been investigated the feds are going to investigate the pd now going back years not just in this case i think were going to know more as time goes on assuming you know all the answers before its been looked at under a microscope is misleading to people,False
i guess you have never done anything wrong in your life so according to your analysis police has right to shoot him six time to make sure he dead he is already dead you are very proud of this officer this tells me everything about you i hope you have children,False
looks like the media comes out with these bogus clams to cause division side things up the question to me is not some much why do not people see the truth but what is the government up to and planing on why is the media fueling it for them,False
stephan ive been watching you for quite a while and this is my first post can you do the truth about henry kissinger i would be very interested in hearing your opinion on this man ty,False
here is an intellectual and mature approach to this case 1 as a black man myself at 32 many of older black men or in prison dead or stuck in the matrix as truthers struggling because there are no older men to guide these younger males they often encounter police without understanding how to deal with a cop many of their role models come from rappers who only advocate violence against police so they are deers caught in the headlights of a potential life and death encounter racism or not 2 many black people are ranting about a hate crime but clearly he assaulted the store clerk which indicates the propensity of violence against wilson stop pointing the finger and address the problems black teens have with their lack of male role models 3 with that being said black people need to address the alternatives of dealing with suspects victims with non lethal weaponry to deal with these encounters if we as a race start to focus on solutions to a possible violent encounter with alternatives then we can see progress with the police 4 you cannot go out and protest and burn down your communities in retalitation against a police this only supports a theory that brown was a product of a violent environment because how is burning down businesses going to solve the problem with the police department this is counter productive 5 it was a hoax,False
it freaking 2014 and some people are still racist police are still awful,False
how the did he get shot 3 times in the inside of his right arm and once in the palm of his hand if he did not have his hands in a surrender position that not consistent with him charging an officer it consistent with eye witness accounts who said he was surrendering,False
great video although i wish he would have focused more on all the shit police are doing because that the only thing keeping the rioters and their supporters from being complete idiots,False
this is going viral already viewed by 100 000 police in us,False
a thug going to college black people are always crying what about the american indians i do not see no one crying for them,False
so this guy gets high a lot,False
michael brown the 13th person to be shot that week in the us here are the others notice they almost all share something in common http tftppull freethoughtllc netdna cdn com wp content uploads 2014 11 murdered by police jpg,False
his character does not matter he was un armed and killed while his hands was up damn you could have arrested him not kill him what the fuck you let oj get away with murder and kill this boy for stealing cigars,False
bullshit the best places to live in america are completely liberal and the worst places to live in america are overwhelmingly republican and that is a fact jack,False
internet trolling is at an all time high,False
so you want to shoot them can hardly wait till one of your kids gets in trouble with the police and gets killed,False
another great video and thanks for not putting one out right away but thinking it thru as usual it is sad that the young turks and other channels just went all cliche on everything without thinking which made them look like a bunch of hypocrites,False
blunt addiction to tobacco that is why the blunt keeps calling you this is another play of the race card,False
cops need to be given a very wide latitude in self defense considering the threats they face and they if incapacitated they have a very high chance of being executed with their own dam gun noone seems o care about this shit,False
since we now know that he never held his hands up anyone who raises his hand up to show he is against the police of ferguson is a racist scumbag watch tv and count them there are a lot of racist scumbags out there,False
on drugs,False
very interesting and informative,False
its all a hoax,False
also love how they only show pictures of brown as an angel and not as a tug,False
23 00 hear what the guy is saying that a policemen stated that in his 31 years of service 8 officers have died by their own weapon and one was shoot execution style or whatever so why the fuck does officer wilson let this 300 pound guy run 150ft he too big to run that fast i can assume should not it take about 30 40 ft to tell brown to freeze or he will shoot bs all the way if you tell me,False
i am a black young woman and i like how stefan thinks we need more people like this in our country,False
death ti the white devil,False
the major difference between the zimmerman case and this one is that the shooter zimmerman name was not withheld and he was taken into custody news media were able to document zimmerman injuries immediately this case was handled horribly by a lack of immediate transparency because even if everything is true from the po it will be questioned as a cover up also the community has a history of police abuse and missing videos after alleged abuse has occurred the response to media and peaceful protesters also showed a complete lack of understanding about escalation unlike authorities dealing with potential zimmerman looting and riots pd in this case attacked protesters rather than station themselves near looting targets to protect businesses criminals will always take the opportunity of distractions like storms or blackout or protests to loot authorities know this and they know it is great propaganda against protesters who are seen as the cause of the looting rather than the pd who failed to protect businesses it also illustrates why the 2nd amendment is so valuable business owners that depended on pd for protection got looted while business owners that depended on themselves and their right to bear arms were not looted,False
michael brown was not positively identified as the assailant in the store in the supposed robbery darren wilson was not aware of any robbery at the time of the encounter clearly your a racist i will be unsubscribing,False
you need to search youtube for actual cnn doctored audio of michaelbrown shooting cnn is caught changing evidence,False
very informative really appreciate this video,False
you forgot to add to your timeline that the suspect also assaulted the owner of the store and threatens him,False
great video level headed cogent and fair unfortunately cognitive dissonance and confirmation bias have taken a hold of the whole discussion but this is a breath of fresh air thank you stefan,False
couple things you missed on both sides of the argument firstly yes the guy was dead very very dead and it was a crime scene of course they did not cover the body secondly the officer seems to have not called in the incident based on multiple sources very odd in addition i make no excuses for strong armed robbery but i do not understand why if you have the money for the weed you need to rob for the cigars regardless it does not excuse getting shot down in the street even if you ignore the eyewitness accounts and assume they are all lying 6 shots is blatantly excessive lastly as you admit yourself rapping is not against the law and most of what you mentioned that they rapped about is not against the law the only things that come close is smoking marijuana which is of course legal now in some states and getting in fights which teenagers will do and always will do,False
the one part that is hard to believe is that the guy ran at the officer after being shot the only drug i know of that would illicit that type of behavior is pcp,False
crazy how everyone likes the video before actually watching it this video has been out 38 mins and the video is 39 mins long lol,False
update i apologize this was a fair report,False
you honestly believe that mike brown was actually trying to take a cops gun while the cop was sitting in the car you would be stupid to think that a kid would charge at someone pointing a gun at them as if he was some beast and was high if he was so high how could mike go to the store and do everything else so easily epic fail sir why not make the officer take a toxicology test the officer was obviously scared and was going to use his weapon per being intimidated by mike size the officer did not know that mike had stolen anything and told the dispatcher that he knew nothing of a shooting in the area get your facts straight please,False
i do not care about mike brown or any other bullshit but it clearly understood that this youtube guy is a racist and very dumb his points do hold a little water but he full of hate and lies100,False
why was police car so far away from body officer realy good shot after being assaulted this is bs wake up if you believe this you are deluded he starts of vid by pointing out how media portrayed gentle giant then goes on to use similar tactic to discredit mb refs to pot and making rap music if the guy making this vid was my dad i would leave town for ever,False
the focus should be on what happened when the officer confronted brown that lead to his death nothing else matters so focus on that,False
dear grindahz aka the pot who called the kettle black spelling list week 1 1 whether 2 weather 3 there 4 their 5 they are 6 way 7 weigh 8 ferguson 9 stupid 10 hypocrite stay tuned for grammar lesson 1 punctuation lesson 1,False
there one was a thug named brown who rushed at a cop with a frown six bullets later he met his creator and then his homies burn down the town,False
lmao when he reads dudes raps is the best part,False
stef i agree the facts on this case are grey however you have to realize that cops are getting caught in acts of unjustified violence on a daily bases now its getting caught on video and its writing a narrative of brutality and thuggery the public will not tolerate any longer police brutality recording the police is dangerous but necessary,False
i watched your zimmerman case video and you are full of shit i can smell the hate seeping out of you you bringing up rap music and what he listens to it or his sound cloud is nothing more to make his charcter look as foolish and dangerous as possible to who ever wants to respond to it this fuck you az well you go through so much effort to destroy mike brown character by bringing up his smoking habits which have nothing to do with why he got shot your tone and the perfectly chosen words you use really makes brown look like he was unstable look at how much detail u went trhu to slay brown character,False
remember the looting stealing by the blacks is purely and only to gain free goods all in the name of mike brown yea right it an excuse to steal pure and simple a good concise introspective steffan some folks live off grievance this follows perfectly after the white guilt segment keep em rollin,False
pants up do not loot,False
you call yourself a researcher and that you plan is examine the facts yet you mention bullshit rumours trayvon martin had iced tea and skittles those were the facts speculation and victim blaming is what you are actually doing stop trying to pretend yo examining the facts,False
bottom line michael brown was a drug addict criminal a violent criminal so why should anyone feel bad he got killed unless you are a criminal yourself,False
i just want to know if he was shot in the back or the front that will pretty much tell the story if he was shot in the back none of the rest matters,False
hahahahaha molyneux reciting rap lyrics too intense,False
deadly force very fine line im not on either side but its brutal out there and theres no winning,False
i was for michael brown but after much research i see my opinion that if a man is dangerous enough that he can rob a store without a weapon he is dangerous and is a criminal anything but a gentle giant and proof shows brown attacked wilson who was a peace officer from the beginning this was not a race issue our government through media has created a race issue out of it this is more of an attack on our constitutional rights than it is anything,False
here i was thinking i was getting a bunch of facts lean is not made with skittles and iced tea wilson did not know about the robbery this video is a bunch of poppy cock thank you for wasting my time,False
i take it your against medical cannabis and just because the guy liked a couple face book fighting pages does not mean he is necessarily aggressive,False
lol trayvon online name was nolimitnigga how is it again people got mad that a piece of human trash like that got shot,False
oh brown was armed two very big muscular arms,False
at no time was it reported that mr brown approached the officer it was the officer that engaged the young men mr brown ran away from the officer who was reported to have fired on him while he was in flight it is inconsistent that he would have turned and confront the cop who had already hit him with one bullet you might not like black folks but you should not listen to spin in this video you have given no weight to the eye witness reports this video is to discredit the dead young man,False
nicely done,False
mr stefan molyneux all mr wilson had to do was just drive off there are multifple stories so therefore both deserve a fair trial wilson as a law enforcer should be firm about what happened and what he did it would be good if wilson speaks i would truly respect him as an officer if he would talk to the public it seems as if he hiding,False
for all you people saying the cop was justified heres a new video with more witnesses saying mr brown had his hands up http www cnn com 2014 09 10 us ferguson michael brown shooting witnesses,False
my big problem with this case is not so much the shooting of michael brown but the militarized police response against primarily peaceful protesters and the police suppression of media coverage,False
yea fuck that store clerk to how dare he try to do his job,False
all this info being put out about mike brown why is nobody bringing up the fact off darrin wilson tested positive for illegal mood altering non prescription steroids in his post shooting toxicology test one also has to wonder if this info was given to the grand jury doubtful,False
great vid,False
the only real question that needs to be asked is this why would mike brown rush a cop who has already drawn his weapon and has already shot at him the way you answer will show your true colors to think that a black male would disregard his own life to kill a cop and escalate his punishment from probation for petty theft to the death penalty for killing a cop is utterly absurd if you truly believe that someone who was going to start college the next week would do that then i am sorry but you are a racist,False
this 18 year old was just another useless negro who could barely pass inner city high school i am glad he was shot dead on the street like a dog,False
very moving very thought out,False
how can the police concentrate on any investigation with all these people if they can be called that misbehaving i hope this investigation gets all cancelled until they can behave and they let the police work everyone says this guy committed suicide by cop by attacking the police in the first place how more clear can this be you just do not disrespect the police that way,False
12 25 lmfao,False
you are the man stefan,False
100 agree people are up in arms but they need to find out more information before rioting thinking that getting high or doing drugs then robbing a store carelessly and then walking in the middle of the street and screaming at a cop attacking and reaching for the gun is unarmed not to mention his size either then people are very gullible i find it funny how all races are racist to each other and blacks are racist to whites but every single time someone is racist to a black person then everyone throws their hands up and gets pissed off at white people i am not a racist person but i do not want to sit here while everyone believes that white people are the only racist people just because what happened in the past makes me sick to think i have to grow up in this generation,False
is this true police originally said robbery had nothing to do with stop so why are you claiming he noticed the cigars,False
thank you for yet another sobering analysis stefan the amount of bias and deception from the left and the mainstream media has been insane,False
stefan molyneux please explain how my inquiry about the handling of the subsequent unrest is circular language games a pretty simple and straightforward question that you seem to be avoiding in a very unnecessarily hostile manner what is the justification for the heavy handed militaristic response to looting why would officials handling the situation there decide initially to block access to the area by media i have a family member that lives in that area and he can attest to the unprofessionalism and hostility from the law enforcement that was handling it early on if i am incorrect on this info please direct toward some facts regarding this i still do not understand why you went straight to attacking me i have respect for your logic when you are willing to share it thank you in advance hopefully you wont continue to insult me for whatever reason you chose,False
this was about race as much as this news article that got no national media attention just last week http www wnd com 2014 08 black cop kills white man media hide race,False
he does not look like a gentle giant to me on the video of him robbing and stealing he looks like just another disgusting thieving thug,False
omg stefan that rap was so hysterical anyway good news i guess to know that whatshisname is douche and deserved to die premptive strike made by officer darren wilson huzzah for another trash taken off the streets probably should cure the disease rather than treat the symptoms though the disease being the ignorance and self entitlement of some communities in the lower class getting out of poverty isnt easy if your starting point isnt easy but its still feasible with the right amount of drive,False
my god look at this raw footage shocking ferguson riots watch and see what this guy did do my god hd,False
stefan molyneux why do you hate blacks so much actually i am not surprised it the bloody british in you you people conquered us when we did absolutely nothing to you the more freedom we gain as the decades go on the more you hate us if you were not so pale one would wonder if your mother was a black woman,True
your an educated dumb assss rap is rap its not real its people like you i dispise,False
seriously youtube go fuck yourself i find a comment on my android phone i want to reply to but of course i cannot scroll copy or paste while posting a comment on an android device because it only fucking almost 2015 and our technology just is not able to handle such a mountainous task so i hop on the computer and try looking for the goddamned comment but of course the comment system on youtube is just so beyond fucked up that searching for a comment is completely impossible an hour later and i still cannot find the fucking thing i have to search for the string read more and then click on every single stupid fucking comment to expand them all before i can then search for a piece of the comment that i want to find from a phrase i can remember and that after having to click on every fucking view all xxx comments and expand those and then if by some miracle of christ alfuckingmighty i actually found the piece of shit comment by some moron who it would not even matter if i replied because he a thick skulled inbred troglodytic fucknut anyway it would automatically scroll me down 200 pages of comments right after i clicked reply so i could not copy paste quote etc without having to scroll up and down for an hour because god forfuckingbid the reply box was right underneath the actual comment i was replying to,False
stefan excellent you obviously have a better understanding of the events surrounding this unfortunate event than our president i call it unfortunate because officer wilson life has been destroyed for doing his job my fear is that police will hesitate when finding themselves in this rapidly growing situation thank you for your in depth and honest dissertation tom kelver seek help go back to school and get off the drugs,False
your gentle giant seems to have robbed a store and later assaulted an armed police officer so much for the school boy look you were hoping for thug life comes with a high price,False
bullshit stef police officers have pepper spray stun guns and a number of non lethal methods at their immediate disposal the real question should these versions of the events hold true is why was the gun the first option the officer went for,False
it is better for society for the greater good that michael brown went off the rails now before he got ushered through college life on an athletic scholarship and became a brown killer like o h simpson became o lj was found civilly liable y know,False
this video would be more interesting if stefan were taking his clothes off he is so sexy after all this case is really not that hard to understand why would a cop who had a good record for 3 years of service shoot a teenager with his hands up the witness and friend lied which started the protests and a snowball effect then ensued all you have to do is watch the video in the store and it shows brown was aggressive is it so hard to believe from that evidence that he made a huge error in judgement in fighting a police officer no it is not,False
awnser to 24 15 question aim for the leg,False
all of these people talking about this stupid subject i do not care if your blue or purple my cousin was killed by a drunk african driver and was left there to die and were did that go only on local news and do you see me rioting outside no i am sorry to michael family i truly am but everyone looses someone but when people get violent about it then what are people so post to think about those people,False
dude commits 3 felonies including assaulting a police officer before he is shot and killed are you serious this is a race riot to distract from the fact that a cop was doing his job case closed justice served on the street that day,False
the only difference is the color of your skin do people still say that,False
gentle gentl giant,False
http www youtube com watch v 6yfbbt6dvhg you did research and you did not come across the information of white construction workers who witnessed mike brown shot with his hands up,False
was stefan ever a victim of police discrimination the game of white supremacy is to deny any involvement and play the victim when blacks complain it never fails watch the comments,False
well here ya go young white man killed by a non white some say black cop no media outcry almost no media anything i had to search for this http www sltrib com sltrib news 58313255 78 taylor police officer burbank html csp,False
facts prove he was a thug,False
if michael brown was asian his name would be dindu nuffin wong,False
luv dem gangzta lyreks,False
good balanced unbiased video this story is so sad smh,False
hey last week in kansas city mo a black man snuck into a retirement housing broke into a house beating 80 year old couple to death then went outside attempted to hot wire antique car three neighbors came out of their town houses mr howell afro american took his 12 gauge shot gun executed them by blowing their heads off he was only one armned a known felon who had gotten out of a previous murder charge because they could not find the young girls body now that is o k because they were ol d white people caucasians where is al sharpeton jesse jackson now,False
thank you stefan,False
i have told some people on facebook to hold off judgment till the all the facts are in i just like waiting and seeing all the facts part of me wants to believe mr brown is a gentle giant but there a lot of evidence he not,False
we might as well get the next round of riots over w when the police officer is cleared of any wrong doing,False
no longer allegedly michael brown in the video confirmed by his family,False
well we all know the truth today and yet we still hear the hands up do not shoot bullshit lie see beyonce yet we still see this moniker being used as a reason lie to shoot at cops and outright assassinate them,False
love the rap section,False
just so everyone knows more white people die from cops than blacks even though blacks get arrested at more than double the rate whites do less than 1 of arrest end in shootings less than 1 4 of people killed by police are black courtesy the fbi statistics maybe we should worry about why blacks commit much more crimes and yet they are out numbered about 5 to 1 in the general population oh and ten years ago the crime rate and employment rate for blacks was better than it is now,False
12 28 can someone please turn that into an auto tune rap song by stefan molyneux please,False
the guy was a monster he got what he deserved color did not matter anyone that attacks a guy with a gun is gonna get shot he did a stupid illegal act tried hurting someone and got blasted give the cop a raise,False
molyneux tête de noeud,False
moly loooooooooooooooooooooooves cops there are other witnesses also clueless about the riots also about the decades of police violence and repression in the area also ignorant of the effects of marijuana,False
the 1 879 people the disliked this video are the problem this man said nothing wrong and until they change which will not happen it will not change the good thing is you are still very out numbered,False
if no state no cop no cop no shooting so the state is the problem right anarcho capitalists like steffan should agree with this nonsense,False
racist piece of shit you reach for anything to justify murder it is extremely shameful how you slant facts in order to justify your racist and biased views,False
dear mr stephen molyneux 40 minutes is a bit long but you are 100 right you respond only after all facts are in btw i voted the thumb up and the number 5729 did not even blink i have tried the thumb down and must say the same thing happened to be fair thank you for your homework and your hard work obviously you spent a lot of time to present this case to us very nice of you obviously you care very much about your country all the best,False
please do a follow up video if u get enough new information thx for your time and great work as always,False
when are people of this country going to learn it is not the police that is the enemy it is the media they are the ones lighting the so called fire and stirring the pot,False
as always mr molyneux excellent video,False
stop advertising swisher sweets lol ur a racist point blank,False
this man has an intelligence the average black man cannot comprehend its like a dog trying to figure out how man makes a house,False
i loved your trayvon martin video and i love this one too i wish you could deliver cable news maybe then people would get the truth,False
and the robbery video leaves one with more questions than answers he put omething on the clerks counter when he entered the store money watch carefully he had omething in his hand when he entered plus pulled something out of his pockets money and put it on the counter these surveillance have audio ability there was a conversation at the clerks window as well i am just saying some of the videos posted are longer and have more depth the clerk and him had an exchange at the window we do not know what was said we do not know if the money was sufficient for the items etc,False
i hope the next video will be entitled the truth about the ferguson police department and the ferguson riots thanks for the usual quality research but there are two issues match and gasoline riot control of otherwise peaceful protestors homeowners refusing to go inside and members of the press are clear symptoms of something out of the normal for small town police sanford police had similar protests incuding looting but resisted such escalation,False
here another fine ferguson officer man they really got the cream of the crop in that town lol http thefreethoughtproject com ferguson cop choked hog tied 12 year old accused assault,False
the fate of another neglected child would be interesting to know his family background always keep in mind that children emulate social behaviour,False
good commentary perceptive and fair,False
whether you are right or wrong about the michael brown case has nothing to do with left wing policies please stop conflating the issues,False
he was robbing the store and being a big man if you play with fire you will get burnt the police did his job,False
link between poor little tryvon martin and little mr brown yeah they were both thug that tired to beat the white person into the ground and got shot for their effords end of story,False
fascinating to hear actual facts especially compared with the twisted nonsense coming out of the main media outlets,False
michale brown got what he was asking for the black protestors are racist against whites that is what is happening,False
as a white guy if you are really concerned with the plight of the black community which i doubt that you are you should spend some time just hanging around black guys in the community just to see how the world reacts to them and how they react to the world and not just a few times either secondly if you think anyone even hoped up on drugs charges after feeling a gunshot after at first fleeing a shooter what kind of fantasy do you live in you must think blacks will do shit anything with a survival mechanism in this world would not do police officers doing the right thing gives us comfort in our lives and you want to believe the cops story here is another story cop gets out to start some cop harassment type antics as all cops do kid gives him some 18 year old fat fuck that thinks he can whip everybody ass sass he hits the kid with the door dumb ass kid instead of passing out and getting the officer fired and paid and a few dollars for his injuries pushes the door back officer grabs him by the neck and a scuffle incurs kid fires a punch to his grill black guys hit pretty hard see boxing and the cop sees red opens fire kid runs 15 feet is about how far his ass can get before his body reminds his fat ass he is not a sprinter or maybe the shots are starting to set in now he wants to negotiate cop executes him is it lawful maybe but my story makes more sense,False
