video_id,video_title,video_published,channel_id,channel_title,view_count,like_count,comment_count,comment_id,author,comment,published_at
H_wjncLVGn0,LinkedIn favoritismo o meritocracia?,2025-03-22T03:24:12Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,127,1,1,UgxLMzop_sE697yISqh4AaABAg,@idanialanda472,Saludos,2025-03-22T03:32:21Z
kfyJ8F9ma8s,"Céntrate en qué puedes ofrecer, no sólo en qué quieres ganar.",2025-03-21T13:11:53Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,738,2,2,Ugxvz06-hm0E-3Vub4J4AaABAg,@jeastman19,"Yo he tenido empresa y he entrevistado para un par de empresas que no son mías, es mi trabajo conseguir lo que necesito como empleador y es trabajo del candidato preocuparse por lo que él desea, no romanticemos tanto la búsqueda y de pensar que uno le hace un favor al otro, ambas partes están tratando de suplir sus necesades.

Si quien lee esto, tiene la oportunidad de ser entrevistado por mi, no te preocupes, se sincero y habla de tus expectativas, no estoy buscando caridad, busco seres humanos para trabajar.",2025-03-23T02:26:50Z
MFW7poY_btE,Autoconocimiento: La Clave para Conseguir el Trabajo de Tus Sueños,2025-03-20T20:07:47Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,732,1,4,Ugz6q3dSM8uP5CKeYEl4AaABAg,@orlandoarmas1487,"Excelente para comenzar, después de 1 mes búscando empleo!! pero tengo una duda Héctor, una vez que respondo las 4 preguntas con mucha sinceridad que hago con esas respuestas? armo o estructuro mi ACERCA DE en Linkedlin?",2025-04-29T03:10:04Z
MFW7poY_btE,Autoconocimiento: La Clave para Conseguir el Trabajo de Tus Sueños,2025-03-20T20:07:47Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,732,0,4,Ugyp1LZ6LRsf9wWrtwp4AaABAg,@angellemos350,MUY BUENA INFORMACION-- GRACIAS..,2025-04-01T23:04:45Z
J4A3w3kODz4,¿1 CV para todo o adaptarlo a cada oferta?,2025-03-19T11:44:38Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,561,0,1,UgxFe0P2neJMAJpOwYZ4AaABAg,@pilaraguilera9797,No nos sobra el tiempo. A mí me faltan horas al día. Bstos.,2025-03-19T19:37:15Z
4W7wtgF_1iE,Trabajo Bimbo Ofertas Empleo: https://bimbo.ofertas-trabajo.infojobs.net/ofertas?pageIndex=1,2025-03-13T17:30:01Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,623,2,3,UgyKuBDbXDud1W55MQp4AaABAg,@hectorlabarta,https://bimbo.ofertas-trabajo.infojobs.net/ofertas?pageIndex=1,2025-03-13T17:30:14Z
4W7wtgF_1iE,Trabajo Bimbo Ofertas Empleo: https://bimbo.ofertas-trabajo.infojobs.net/ofertas?pageIndex=1,2025-03-13T17:30:01Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,623,0,3,Ugydw1f-1JhREB_vcgd4AaABAg,@alumexbg1524,"Buena oferta, parece pan comido (solo humor)",2025-03-14T05:43:01Z
4ZKMLEZmAdk,De bufete o de restaurante. Marca Profesional y Diferenciación.,2025-03-12T13:32:51Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,529,0,1,UgyD94vQj9WR6AP-9AF4AaABAg,@mariamaestre8528,Ahí le has dado! Un abrazo!,2025-03-12T13:41:55Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgwOg5u6D7PxlUjEVnV4AaABAg,@jose_cavallini,Me posiciono para que el algoritmo de YouTube me siga recomendando contenido como este.,2025-06-24T00:26:33Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugx8SXeLRj3vPlm2IZl4AaABAg,@victorbou-83,Muy buen video y gran aporte. Suscrito!!,2025-06-21T08:43:53Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgwX87FEm0nWeR5COD94AaABAg,@jdtec8047,Muy útiles los tips..tengo dos preguntas: Para un principiante ¿Qué se recomienda poner en una solicitud personalizada? ¿Cómo  obtener esa lista de empresas a las que más convienen enviar solicitud?,2025-06-16T21:01:33Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgztKpJjQ9m-RxJ6nC94AaABAg,@RicardoPerez-zz4th,"Hola, que pasa con los profesionales independiente que no buscamos trabajo de plantilla en una empresa, sino mas bien clientes que nos contraten para proyectos.",2025-06-02T02:46:38Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugx2MCcs-pGIBe_jRH14AaABAg,@margafierro,Gracias por el contenido!!!! Ya empecé a seguir tus consejos... pero imposible hacerlo en 30 minutos 😂😂😂,2025-05-21T16:06:44Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugxs8f7ZU7Goi0YvHwh4AaABAg,@luisangelescobarcastrillon5668,"Saludo Héctor.  He tenido más conocimiento en 30 minutos contigo que en información obtenida en 40 horas de investigación a la semana.  Gracias, especialmente por su energía.  Éxitos.",2025-05-16T13:26:05Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,3,45,UgxCvTBA1_BvKiszeMx4AaABAg,@soy-luisarrieta,"✍🏽

*Rutina de 30 minutos (Lunes a Viernes):*
- [5 min]: Mejorar una sola parte del perfil.
- [10 min] Comentar e interactuar en 3 a 5 publicaciones del sector.
- [5 min]: Enviar solicitudes personalizadas a 3 objetivos importantes.
- [5 min]: Crear contenido de alto valor con bajo esfuerzo.
- [5 min]: Investigar para mantener un aprendizaje activo.

*Errores:*
❌ Quedarse scrolleando masivamente y sin interactuar. Se debe ser selectivo para educar al algoritmo.
❌ Crear publicaciones sin sentido. Ser viral no significa posicionarse.
❌ Conectar con cualquier persona. Priorizar calidad por encima de cantidad.",2025-04-30T23:51:51Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgwW0V-NSBQ1Pkgz9hx4AaABAg,@JorgeRBC,Excelente información suuuper útil!!!!,2025-04-29T14:06:56Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgxJGD7-13rQb2EqNAV4AaABAg,@DanielaUnSueño,La explicación empieza en el minuto 2:47 ❤,2025-04-20T23:13:43Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugz_MoVDDSfSnOfsWRl4AaABAg,@vonhauslhuilliersrl,No es una critica es para que ud mejores x q es redundante en lo que dice. Y se pierde la atencion.,2025-04-19T16:22:07Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgxQ_ZLzhKuE4pk2xBN4AaABAg,@vonhauslhuilliersrl,hablas muchoooo y aburre,2025-04-19T12:29:37Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgznjVN_OPB9nKOSLGV4AaABAg,@LUISAGO7002,"Estimado Héctor Labarta.
La información dada es muy buena y estoy tratando de implementarla.
Me atrevo a hacerle una pregunta, soy profesional de la salud con casin10 años de experiencia en Auditoría Médica y es el campo que domino; sin embargo, quisiera usar linkedin como parte de mi estrategia también para promocionar tecnologías de purificación de ambientes que es un rubro en el que estoy iniciando...
Que me recomendarías?",2025-04-02T03:17:53Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,1,45,Ugx-Z-77rfuiYhsNr714AaABAg,@monicacortes1845,"Hola Héctor, te saludo desde México y te agradezco por compartir contenido de valor. Debo confesar que también he pasado horas en LinkedIn y tus consejos me cambiaron la perspectiva. Cambiaré la dinámica y compartiré mi experiencia. Gracias!",2025-03-24T23:10:41Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,12,45,UgwU-_Qj__uu_lnGeYh4AaABAg,@albertosonseca,"Hola Héctor, podrías hacer una sección en la que analices algunos perfiles de LinkedIn de tus seguidores, diciendo qué cosas se podrían mejorar y así ver tu opinión sobre ejemplos reales.",2025-03-24T11:04:17Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugx1fxMonKOGLcmH-dF4AaABAg,@leidybotero5444,"Me sirvió mucho esta información, a partir de hoy empiezo mi hora diaria. Muchas gracias valiosa información. 
Me gustaría que me aclares bien sobre el programa Fitly para entrar a blogs y noticias de mi sector. ❣️💫",2025-03-22T17:51:42Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,1,45,UgxGx8MCYd_5aKpF-Cl4AaABAg,@Rodrigo.Martin.1.9.1.9,"Hola Hector, soy arqutiecto y he hecho una mastria de programacion para arquitectura, me dedico entre 2 y 3 horas al dia en crear algun video, imagenes, carruceles, etc. de las herramientas que creo yo mismo (Estas herramientas se llamas Plug-ins o ""Extensiones""), y luego publico esas cosas. Tengo un perfil de Linkedin desde hace como 3 años, pero lo he empezado a usar recien hace unas 2 semanas, pase de tener 12 contactos a 300, tratando de que se acerquen a ese tema especificamente que he estudiado, pero todavia no he buscado especificamente CEOs o empresas para pedirles trabajo, trato de publicar y hablar con gente que hace cosas similares a las mias.

¿Estoy haciendo bien?",2025-03-20T20:55:19Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgwpprpEut1Do-CIzdx4AaABAg,@zatro1950,"Segundo video que veo y es muy interesante, eres mas didáctico y se puede entender lo que trasmites, no le tome mucha importancia a LinkedIn solo para empleo pero sin esperar nada, así que con tú explicación voy a explorar contenidos para publicar Gracias",2025-03-18T17:29:09Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgxHlTY7pWpjyC4NjQN4AaABAg,@VivianaFida,"Clarito, Clarito! Gracias por tanta buena información!",2025-03-18T12:58:29Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugz3XudchPYLb1AGLw14AaABAg,@RAM-ce6mx,"Eso hace que me busquen más para empleo? Porque cuando abrí el linkedin y comencé a llenarlo, me contactaban reclutadores y despues de eso, nada!😂",2025-03-14T23:25:37Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,UgzhAZ6a34PoKCniPG94AaABAg,@entrenadev,Todo esto ayuda a encontrar empleo o simplemente a posicionarte en la red?,2025-03-14T10:06:52Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugyc2j3okj88Jblvwtx4AaABAg,@velascreativas2,"que progreso, hasta tu barba jejejejje ahpra si se ve organización jejje",2025-03-12T14:36:54Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,0,45,Ugzr1Q1HIfomZWHoAY54AaABAg,@iris-f7w1j,"Hola, gracias por el video, linkedin solo deja mandar 5 invitaciones personalizadas al mes, que se puede hacer en su lugar?",2025-03-12T07:31:57Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,1,45,UgyWxr4NRUJgyU3W-LZ4AaABAg,@juanantonioandreo2296,"Héctor, ¿dónde puedo encontar esa apliacción o web llamada Fitly? He buscado y sólo encuentro una app destinada al deporte.",2025-03-11T16:29:12Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,2,45,UgxedYXRJZDN36b8t8d4AaABAg,@Miautasticos,Nadie como tú para enseñarlos a hacerlo bien. Ese curso me interesa mucho!!!,2025-03-11T12:42:45Z
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7162,2,45,UgyriXMxFIRhMCf-1Ox4AaABAg,@BraveandPlay,"Brutal el vídeo!!! Me paso horas y horas en LinkedIn y veo que estaba haciéndolo fatal. 
Muchas gracias por darme esa información y esa orientación.",2025-03-11T12:42:06Z
tvxy1Q4ATmM,Curso grupal online!,2025-03-05T15:10:34Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,525,3,1,UgywEnkK8Ucys_f9ocd4AaABAg,@hectorlabarta,"Recuerda enviar tu correo a info@kaizentalent.net o por privado en LinkedIn (Héctor Labarta Brustenga). 

Empezamos en breve el siguiente curso, y ya estamos cerrando plazas ¿Te quedarás fuera?",2025-03-05T15:11:37Z
VVTmrU-zeyY,Preguntas ilegales en entrevista,2025-03-04T12:48:53Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,4024,0,2,Ugyu3g0LCNUKJ6GV3gt4AaABAg,@Conserjeria-dw7ww,NO....EN QUÉ AFECTA A MI EMPRESA....LEYES DE MIERDA.,2025-03-06T08:20:38Z
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,977,0,7,Ugy7_fNLPiwVMJIs9kh4AaABAg,@kerhierstokohousen-gm7bz,"Es un gran vídeo; de gran valor para las personas que, como yo, todavía no ha tenido una experiencia relevante en su sector. Posiblemente, el hecho de la visibilidad que ofrece Linkedin y a las publicaciones es lo que más me echa para atrás; pues no soy muy bueno con ese tipo de cosas. De todas manera, estoy viendo como es que puedo aplicar todos los consejos que has mencionado en el video. Un saludo y gracias por la publicación.",2025-05-27T15:59:04Z
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,977,1,7,UgwzQUwEvJ4n3lpae5V4AaABAg,@mariayolandacarazopadilla,"¡Hola, Héctor! Hace pocos días te encontré por aquí y la verdad, me encantó el enfoque que le das a cómo manejar LinkedIn. Te cuento que estoy optimizando mi perfil porque deseo encontrar empleo remoto, y siento que, gracias a los valiosos conocimientos que compartes en cada video, podré alcanzar ese objetivo. ¡Gracias miles por todo lo que aportas!

Me encantaría saber si haces en vivos sobre LinkedIn para poder participar e interactuar contigo, ya que tengo algunas inquietudes y sería genial compartirlas en ese espacio.",2025-04-12T14:53:29Z
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,977,2,7,UgyUQyW2VZZRg8-sa8R4AaABAg,@starkgamer6038,"No entiendo muy bien por qué publicar me ayudara a conseguir un empleo pero investigare y lo intentaré, *gracias!*",2025-03-14T07:09:34Z
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,977,1,7,UgwHLsvGepEiu-hH8Tl4AaABAg,@insomniadelusions,"Muchas gracias por compartir este contenido, me aclaró muchas cosas. Un cariñoso saludo para todos",2025-02-22T12:15:01Z
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,977,1,7,UgyE60dDzsUCjkgtuYB4AaABAg,@dapro48,"Muchas gracias como siempre por tu contenido, por tu esfuerzo, dedicación y profesionalidad en cada vídeo y en cada directo. Todos tus vídeos son muy buenos y aprendo mucho, pero este es el que más se adecua a mi situación actual.
Muchas gracias, buen día y que vaya todo bien gente❤",2025-02-18T20:12:56Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,Ugys3bQGbHXMV3cPvEh4AaABAg,@hectorlabarta,Empieza ya a crear un buen perfil de LinkedIn en: info1736889261.hotmart.host/regalo,2025-02-13T13:27:11Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,UgzfcyBw1Gdcdd_uGpl4AaABAg,@giovannigaleano1421,"""Muchas gracias, Héctor. ¡Enhorabuena! No sabía cómo actualizar mi titular en LinkedIn, y este vídeo ha sido de gran ayuda. Es una verdadera bendición.",2025-05-16T16:06:19Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,Ugxhs9zEkGKoQt_RyLR4AaABAg,@monicacortes1845,"Hola Héctor, te saludo desde Ciudad de México y te agradezco muchísimo el compartir esta información que vale oro. Seguiré tus recomendaciones para iniciar en la búsqueda de un nuevo empleo (y has ganado una nueva suscriptora) 😊",2025-03-01T06:05:39Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,UgzFJQuClMiWPBfkixh4AaABAg,@juanantonioandreo2296,"Muchas gracias Héctor, acabo de actualizar mi titular de LinkedIn y este vídeo de ha sido muy útil.",2025-02-17T11:21:54Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,UgxnermjaSffHkJwAm54AaABAg,@BraveandPlay,"Brutal, tenía un titular fatalítico, ahora ya puedo crear uno que me ayude a que me entiendan. 
Muchas gracias como siempre. 
Excelente vídeo.",2025-02-13T13:09:44Z
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1418,0,8,Ugysr5uMoDfs3sYFrQB4AaABAg,@Miautasticos,"Ya tengo el de autoconocimiento, la verdad es que me fue súper bien!! Me ayudó muchísimo a no ir tan desorientada en mi búsqueda.  
Ahora soy una profesional bien definida... Lo que me falta es que salga esa oferta. 

Gracias por este vídeo,  brutal.",2025-02-13T13:07:57Z
8cJ6ppQx4FY,cambia tu banner en LinkedIn,2025-02-07T14:00:09Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,917,0,5,UgyJtxtoz3xrK-l_ofx4AaABAg,@leya....,Hola puedes crear el vídeo completo. Con el paso a paso como crear la presentación en Canva?. Las medidas de la presentacion en Canva es diferente.😊,2025-03-28T06:03:47Z
8cJ6ppQx4FY,cambia tu banner en LinkedIn,2025-02-07T14:00:09Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,917,1,5,Ugx6pLI6rOo2BaZsyBB4AaABAg,@amaltea55,"Hola, cómo estas? Solo me deja subir una foto como banner de mi perfil en linkedin, cómo puedo hacer para que me deje subir varias fotos como banner? Gracias. Tengo LinkedIn Premium.",2025-03-05T03:10:33Z
8cJ6ppQx4FY,cambia tu banner en LinkedIn,2025-02-07T14:00:09Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,917,0,5,UgyV7T0vgeLSSTwcE_F4AaABAg,@psicologa.veronicaocampo,solo se puede con linkedin pago?,2025-02-19T16:48:44Z
8cJ6ppQx4FY,cambia tu banner en LinkedIn,2025-02-07T14:00:09Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,917,0,5,UgxHljl6Lr7SjBkBU014AaABAg,@ocuenta5bunerito,Gracias 👏🏻👏🏻💯,2025-02-12T11:48:41Z
zlAkan-di1s,¿Por Qué El 99% De Las Postulaciones Laborales FRACASAN?,2025-02-07T08:46:20Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,609,0,1,UgyNEz7_JofJLsOaJNp4AaABAg,@ocuenta5bunerito,👏🏻👏🏻💯,2025-02-18T10:37:44Z
J8CPZmmqJWY,Mercadona trabajo. Empleo.,2025-02-02T10:13:14Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,88,2,1,UgwL1_mXmrRt5mjwga14AaABAg,@hectorlabarta,https://info.mercadona.es/es/actualidad/empleo-1/new-tag,2025-02-02T14:01:44Z
BXuoxWat3NI,Domina LinkedIn.,2025-01-31T14:26:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,397,0,5,UgyUBJEk3-TCrtte_MB4AaABAg,@r86a25,"Y como puedes hacer que personas de una empresa no te vean? Básicamente porque si trabajas para Heineken y ve tu jefe que estás buscando para cambiar de empresa... 😅
Muy buen ambiente no habrá si es que no te echan antes como reprimenda...",2025-02-03T14:16:58Z
BXuoxWat3NI,Domina LinkedIn.,2025-01-31T14:26:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,397,0,5,UgwR9VI6dlf9pctHrWd4AaABAg,@dapro48,"Qué crack Héctor, mis mejores deseos para que el curso sea un éxito y las personas lo disfruten, que seguro que está increíble.
Buen día y que vaya todo bien gente❤",2025-02-02T08:46:24Z
BXuoxWat3NI,Domina LinkedIn.,2025-01-31T14:26:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,397,1,5,Ugx7DbjiS7zCH0Yr-DF4AaABAg,@administrativ4metas11,Excelente mensaje 📩,2025-02-01T09:31:09Z
BXuoxWat3NI,Domina LinkedIn.,2025-01-31T14:26:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,397,2,5,Ugxfrhushh_r0g3UO0N4AaABAg,@Miautasticos,Este curso cae!! Que creo que necesito mejorar en mi perfil de LinkedIn.,2025-01-31T14:56:06Z
eDhvU2ysQzc,🚨 ¿Cansado/a de enviar CV sin resultados? LinkedIn.,2025-01-27T20:36:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1380,0,6,UgyTiz8fXrDTauM3wNR4AaABAg,@LilianaGarcia-jv3vq,"Hola Héctor, yo me dediqué por muchos tiempo a Recursos Humanos y tengo una gran cantidad de conexiones en español; desde hace unos años estoy en Canada y tengo mi perfil en inglés y francés pero me siguen llegando un monton de notificaciones en español.... me recomiendas eliminar mi perfil actual y crear otro perfil nuevo o qué me recomiendas hacer?",2025-02-04T15:35:03Z
eDhvU2ysQzc,🚨 ¿Cansado/a de enviar CV sin resultados? LinkedIn.,2025-01-27T20:36:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1380,1,6,Ugx5z0qgeb2gfCQtajt4AaABAg,@sandrapaulamarieiroferreir7658,"Muy buen video, cada uno que veo es aprendizaje. Gracias por estar ahí.",2025-01-28T07:23:33Z
eDhvU2ysQzc,🚨 ¿Cansado/a de enviar CV sin resultados? LinkedIn.,2025-01-27T20:36:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1380,3,6,Ugzt-SaQeuUiSvu0hWR4AaABAg,@dapro48,"Muchas gracias Héctor, muy buen vídeo.
Mucho ánimo con todo gente, mis mejores deseos para todos y todas. Buen día y que les vaya todo bien ❤",2025-01-27T21:56:07Z
eDhvU2ysQzc,🚨 ¿Cansado/a de enviar CV sin resultados? LinkedIn.,2025-01-27T20:36:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1380,2,6,UgyWUAlfAwEPRUJN0hZ4AaABAg,@Miautasticos,"Yo ya tengo mi curso y debo decir que me ha encantado. Súper útil.  
Muchísimas gracias Héctor ❤",2025-01-27T20:44:56Z
AjJxeZYNbsE,Mejora Tu Empleabilidad. Secretos para No Quedar Atrás,2025-01-18T10:25:39Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,207,1,1,UgzF8ME0_5n1HFjYNqF4AaABAg,@fmahave87,Conseguir trabajo es una lotería...salvo que se tengan contactos.,2025-01-20T20:27:42Z
6AwNVsYA41Q,Destácate en el Mercado Laboral  Sé esa Montaña Única,2025-01-17T09:03:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,575,1,1,UgzBE3sBJ6FjppyMqK14AaABAg,@ocuenta5bunerito,👏🏻👏🏻💯,2025-02-02T16:43:10Z
cAjm9-Ta-k4,Descubre Tu Verdadera Identidad Profesional y Potencial,2025-01-09T06:51:37Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,470,0,1,UgwtLoV3szpJsmb7UOV4AaABAg,@peachc-s7c,"Que empleo ...
Y la vida que???
No se puede hacer esto ,
Si en 1960 la hubieran armado hoy la inteligencia artificial estaría en la sociedad .
Mi vida es mía y el tiempo lo mismo ,
Ya está bien, si paráis todos paramos,
Yo no hago na, todo el día en el monte comiendo cacahuetes y plátanos ,
Antes la muerte que regalar mi vida",2025-01-09T14:43:09Z
